Source IP,Source Port,Destination IP,Destination Port,Protocol,Flow Duration,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
10.0.2.15,34328,198.52.200.39,443,TCP,0.113932,11427.86925534529368395183092,35.10866130674437383702559421,0.03797733333333333333333333333,0.06568687224501813142586123302,0.113826,0.000050,0.113882,0,0.113882,0.113882,0.113876,0,0.113876,0.113876,0.113932,0,0.113932,0.113932,0,0,0,0,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,8.685049,2614.032459690210153103338853,5.296458315894360526923912577,0.1930010888888888888888888889,0.5530058627635064241210149689,2.559809,0.000029,0.3947749545454545454545454545,0.7478400817902484253989603774,2.559864,0.000068,0.3929545454545454545454545455,0.7477253333475389956913017514,2.559839,0.000122,0.54421075,0.8006119945355865076592564093,1.726314,0.000322,2.169402,0.3394953478959616023798594316,2.559809,1.943476,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,7.208488,1880.005904150773366065116568,3.606859025082652561813240169,0.28833952,0.8745798689107873582853077908,3.197581,0.000033,0.5544990769230769230769230769,1.171058575770334209862292733,3.197735,0.000091,0.6553077272727272727272727273,1.253836544874736924661296652,3.198053,0.000215,0.2813523333333333333333333333,0.1492999553795423387410965611,0.398962,0.113385,3.1822155,0.02173009849264379197236234809,3.197581,3.166850,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.762342,3597.309818986932103265996752,6.516209795890588493387133092,0.1624907058823529411764705882,0.5521297795504881008530577451,2.290098,0.000036,0.3069268888888888888888888889,0.7632946451221252417513007289,2.329897,0.000083,0.3945871428571428571428571429,0.8408437539774018704365693213,2.290098,0.000142,0.236122,0.1782276784116316766202816232,0.362148,0.110096,2.290098,0,2.290098,2.290098,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,4.308750,2153.756890049318247751668117,3.713373948360893530606324340,0.28725,0.9901123471253148653969346897,3.858212,0.000006,0.53859375,1.343877874693525012156252430,3.858268,0.000062,0.7180806666666666666666666667,1.540693073874308901660860070,3.858248,0.000006,0.225269,0.1619345239595312485630373674,0.339774,0.110764,3.858212,0,3.858212,3.858212,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.092350,4680.861232585370516404999164,7.646904198628336559371042130,0.13949,0.4173377596765683780357363817,1.627211,0.000033,0.26154375,0.5584766791815418832465694485,1.627264,0.000196,0.3486495,0.6326207318796152131048935518,1.627244,0.000240,0.2325695,0.1701009001754546859223427189,0.352849,0.112290,1.627211,0,1.627211,1.627211,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.974284,3905.477755318590961723897247,6.724307429956251655860704627,0.1565412631578947368421052632,0.5666442176008036355057606749,2.482882,0.000015,0.2974284,0.7717876021287203859381451053,2.482938,0.000155,0.37170625,0.8569183627545441807554793113,2.482947,0.000015,0.245701,0.1887706405191231002090982126,0.379182,0.112220,2.482882,0,2.482882,2.482882,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,3.863501,2830.593288315442392793479282,4.658986758383134882066809352,0.2272647647058823529411764706,0.7693517243510546499713496891,3.180290,0.000017,0.4292778888888888888888888889,1.042259346960659840505879130,3.180343,0.000068,0.5518602857142857142857142857,1.170247608925808243016852066,3.180326,0.000044,0.3416055,0.3236067113032422879945220215,0.570430,0.112781,3.18029,0,3.180290,3.180290,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.992828,3873.593804922969178315626558,6.682642637665779657233893829,0.1575172631578947368421052632,0.4738846575265900790433956558,2.043278,0.000032,0.2992828,0.6340723828331693972433277253,2.043335,0.000068,0.37407825,0.6963612288472433738262606203,2.043331,0.000144,0.474775,0.04174334172056664655547944607,0.504292,0.445258,2.043278,0,2.043278,2.043278,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,3.448894,3699.156889136053471054778720,6.378856526179117131463013940,0.1642330476190476190476190476,0.6305517957266061256075423477,2.901979,0.000032,0.3135358181818181818181818182,0.8624048053799118508038132680,2.902040,0.000087,0.3831887777777777777777777778,0.9484933485491316003108642412,2.902023,0.000098,0.2734575,0.2275010002450538677631056608,0.434325,0.112590,2.901979,0,2.901979,2.901979,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.040368,6185.648863342299036252283902,9.802153337045082063627737741,0.1073877894736842105263157895,0.3065468634582065455281251378,1.252355,0.000027,0.2040368,0.4075054291166083484221674065,1.252405,0.000073,0.255008375,0.4456861454527766352525550768,1.252385,0.000056,0.3940065,0.3985713438175153103414019374,0.675839,0.112174,1.252355,0,1.252355,1.252355,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.349064,6077.739899806901812807143611,9.365432359441888343612604850,0.1118601904761904761904761905,0.4084963163987674256074433022,1.874419,0.000025,0.2135512727272727272727272727,0.5566695430026850156037498613,1.874471,0.000152,0.2609636666666666666666666667,0.6110893455813151386742577792,1.874468,0.000025,0.2373225,0.1767279049287350093210274323,0.362288,0.112357,1.874419,0,1.874419,1.874419,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.273246,6553.184301215090667706002782,10.11769073826589819139679560,0.1033293636363636363636363636,0.3759631687661952541738869896,1.766197,0.000000,0.1894371666666666666666666667,0.5020743261855728166256926137,1.766252,0.000000,0.2525783333333333333333333333,0.5732840656967102552506799751,1.766244,0.000000,0.2535245,0.1988447908306878427892370422,0.394129,0.112920,1.766197,0,1.766197,1.766197,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,9.302908,2981.540825728901113501283685,4.299730793854996738654192861,0.2385361025641025641025641026,1.064730571645778892122413376,6.376625,0.000024,0.4228594545454545454545454545,1.403471970232114083888060929,6.376625,0.000068,0.5813809375,1.630829211969071425978063552,6.376950,0.000079,0.2728946666666666666666666667,0.1233647842389931525199914685,0.368129,0.133535,4.242112,3.018657233661682231902839004,6.376625,2.107599,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,9.541416,1609.719144412108223768882941,2.410543676116836327018966577,0.4337007272727272727272727273,1.611287434362324467116398707,7.419065,0.000033,0.7951111666666666666666666667,2.154763149319488994365651977,7.419065,0.000075,1.060157333333333333333333333,2.463463294670533547546007146,7.419406,0.000086,0.075764,0.06464275022769374715769020892,0.113131,0.001121,4.657062,3.906062101915175644075410661,7.419065,1.895059,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.211557,1474.526770053857983312209452,4.521701226782759838430571765,0.2457285555555555555555555556,0.6544842973021031753543442533,1.986206,0.000016,0.5528715,0.9570432095415894369369834526,1.986256,0.000510,0.55288925,0.9570329699072980909553929419,1.986261,0.000577,0.1126755,0.0003698168465605643552616416014,0.112937,0.112414,1.986206,0,1.986206,1.986206,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,3.677862,4708.713921294491201681846682,7.885015805378233332300124366,0.1313522142857142857142857143,0.4367514532108670990039818721,2.212645,0.000021,0.2451908,0.5831282584558416485923972615,2.212699,0.000071,0.3064671666666666666666666667,0.6404687433978383153100925652,2.212675,0.000050,0.7326085,0.8779798419670579202198328031,1.353434,0.111783,2.212645,0,2.212645,2.212645,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,3.291601,5021.872335073418679846068828,7.595088226063851602912989758,0.1371500416666666666666666667,0.4349738504793412007785650261,1.687148,0.000038,0.2532000769230769230769230769,0.5751913440548083587588890426,1.687192,0.000067,0.3291424,0.6429061627174252281701925003,1.687203,0.000115,0.071251,0.06079722609626199056132617937,0.111271,0.001290,1.538924,0.2096203910691896405135815095,1.687148,1.390700,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.964162,6719.943107023165400541535854,10.12090432304307254461800671,0.1022124827586206896551724138,0.3208572949114629025727364210,1.486474,0.000036,0.185260125,0.4192713117957352763321695969,1.486530,0.000063,0.2469875833333333333333333333,0.4723058411348342972484571133,1.486525,0.000088,0.738844,0.8862183430746623854266270407,1.365495,0.112193,1.486474,0,1.486474,1.486474,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,0.111632,11663.32234484735559696144475,35.83201949261860398452056758,0.03721066666666666666666666667,0.06437715430440625909519208287,0.111547,0.000030,0.111577,0,0.111577,0.111577,0.111602,0,0.111602,0.111602,0.111632,0,0.111632,0.111632,0,0,0,0,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,0.112586,11564.49292096708294104062672,35.52839607055939459613095767,0.03752866666666666666666666667,0.06490889284476614251637123763,0.112479,0.000049,0.112528,0,0.112528,0.112528,0.112537,0,0.112537,0.112537,0.112586,0,0.112586,0.112586,0,0,0,0,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,2.413640,811.6371952735287781110687592,2.485871961021527651182446429,0.482728,1.043555126385760226648145968,2.348831,0.000030,1.20682,1.615514135054843771143169899,2.349161,0.064479,1.2066705,1.615258869506835427486861194,2.348831,0.064510,0.0324045,0.04544645993364059594076666800,0.064540,0.000269,2.348831,0,2.348831,2.348831,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,0.247897,5276.384950201091582391073712,16.13573379266388863116536303,0.08263233333333333333333333333,0.1428844001993686269935188303,0.247621,0.000056,0.247897,0,0.247897,0.247897,0.247621,0,0.247621,0.247621,0.247897,0,0.247897,0.247897,0,0,0,0,CHAT
10.0.2.15,34328,198.52.200.39,443,TCP,0.278288,4700.166733743460012648766745,14.37359857413902144540907262,0.09276266666666666666666666667,0.1603795699031935093851474870,0.277953,0.000059,0.278288,0,0.278288,0.278288,0.277953,0,0.277953,0.277953,0.278288,0,0.278288,0.278288,0,0,0,0,CHAT
10.0.2.15,48917,5.9.123.81,9001,TCP,0.000430,404651.1627906976744186046512,6976.744186046511627906976744,0.000215,0.000001414213562373095048801688724,0.000216,0.000214,0,0,0,0,0.00043,0,0.000430,0.000430,0.00043,0,0.000430,0.000430,0,0,0,0,CHAT
10.0.2.15,47384,148.251.190.229,9010,TCP,0.000304,572368.4210526315789473684211,9868.421052631578947368421053,0.000152,0.000005656854249492380195206754897,0.000156,0.000148,0,0,0,0,0.000304,0,0.000304,0.000304,0.000304,0,0.000304,0.000304,0,0,0,0,CHAT
10.0.2.15,37652,195.154.107.23,443,TCP,9.679281,38397.79008378824832133709105,56.20252165424270666385240805,0.01782556353591160220994475138,0.04145650718496487495458485760,0.285361,0.000007,0.03933501626016260162601626016,0.05937201582371246302558431070,0.324996,0.000026,0.03270027364864864864864864865,0.05475418527734550744085458948,0.285656,0.000007,9.679281,0,9.679281,9.679281,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.975362,59134.39532319729349170486244,92.02673547085308783781480812,0.01087825736095965103598691385,0.02000997439911764811862750408,0.183722,0.000006,0.02584140673575129533678756477,0.03123463107909429659537769958,0.183880,0.000019,0.01882067924528301886792452830,0.02621877513600266645846412876,0.220123,0.000006,9.975362,0,9.975362,9.975362,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.969299,50262.71155073190201236817152,71.72018814963820425087059782,0.01396260364145658263305322129,0.02461770486460108311604929580,0.169975,0.000002,0.03194398717948717948717948718,0.03610288037114327938133376301,0.202121,0.000020,0.02486109476309226932668329177,0.03232853926936689643902387714,0.207386,0.000007,9.969299,0,9.969299,9.969299,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.991891,48430.47226996371357533824178,71.85826987103842505888024599,0.01393569177126917712691771269,0.03113985632712291070670630074,0.299494,0.000000,0.03141965923566878980891719745,0.04639905234188907132588282359,0.337062,0.000021,0.02485429850746268656716417910,0.04067170549247083216115939304,0.299923,0.000000,9.991891,0,9.991891,9.991891,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.929994,52765.38938492812785183958822,72.10477669976437045178476442,0.01388810349650349650349650350,0.03108118505414852827597677889,0.336903,0.000004,0.03584835379061371841155234657,0.04632662238042750425976278106,0.336962,0.000037,0.022635,0.03853474890610915520858152459,0.336967,0.000004,9.929994,0,9.929994,9.929994,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.969153,44991.78616277631610228070529,64.09772224380546672320105830,0.01562563166144200626959247649,0.03105328011989672339085658791,0.252401,0.000000,0.03651588278388278388278388278,0.04434142840621913171551845578,0.252401,0.000020,0.02738778296703296703296703297,0.03968514066967699028060452640,0.252647,0.000004,9.969153,0,9.969153,9.969153,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.994622,57199.26176297612856194061166,83.14471522784953748125742024,0.01204171325301204819277108434,0.02634214308615066886053627223,0.294182,0.000003,0.02775629888268156424581005587,0.03971466359857469484109378972,0.332447,0.000024,0.02122000424628450106157112527,0.03454219154457501398386646972,0.294182,0.000004,9.994622,0,9.994622,9.994622,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.999541,51534.46543196332711671465720,74.50341970696454967282998290,0.01344024327956989247311827957,0.02890822666232547481060147878,0.264078,0.000004,0.03122716875,0.04158358804774321330119366729,0.271747,0.000019,0.02357229078014184397163120567,0.03716654682160739422698351513,0.264078,0.000004,9.999541,0,9.999541,9.999541,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.970277,43944.91747822051483624777927,60.17886965427339681736023984,0.01664486978297161936560934891,0.03335383210111199525951669016,0.263075,0.000001,0.03909888235294117647058823529,0.04825901690592403850203147758,0.287294,0.000018,0.02896237900874635568513119534,0.04224217628654072801267635029,0.263075,0.000004,9.970277,0,9.970277,9.970277,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.998904,39978.78167447152207881983865,56.70621500116412758838368685,0.01766590812720848056537102473,0.03542083337679378625652384002,0.312957,0.000002,0.039967116,0.04943325175217303945615196083,0.313175,0.000018,0.03174255238095238095238095238,0.04635206762817899739239363293,0.312957,0.000004,9.998904,0,9.998904,9.998904,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.999568,42388.03116294623927753678959,57.60248842750006800293772691,0.01739055304347826086956521739,0.03139210147007599332616321116,0.196654,0.000000,0.04310158620689655172413793103,0.04413063646804549862613859252,0.235626,0.000020,0.02894536257309941520467836257,0.03974912446521122034499283455,0.196654,0.000000,9.999568,0,9.999568,9.999568,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.999082,38261.21237929641941130195752,55.30507700606915714862624389,0.01811427898550724637681159420,0.03686073929987403410263657940,0.318276,0.000004,0.04366353275109170305676855895,0.05107748604597073297661500397,0.318343,0.000027,0.03105259627329192546583850932,0.04669994181867520934934158198,0.318555,0.000004,9.999082,0,9.999082,9.999082,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.760004,34418.63343498629713676346854,50.92211027782365662964892228,0.01967742741935483870967741935,0.04313208482098706085829158446,0.356425,0.000004,0.04603189622641509433962264151,0.05975856519892131553718510624,0.356425,0.000017,0.03448764664310954063604240283,0.05529996400363904533740864490,0.356828,0.000004,9.760004,0,9.760004,9.760004,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.999352,38081.16765966434624963697648,52.40339574004395484827416817,0.01911921988527724665391969407,0.04452041489992562419991458966,0.506614,0.000001,0.04784317703349282296650717703,0.06422839829282509591973386526,0.506614,0.000021,0.03194611501597444089456869010,0.05596366814940501133435529293,0.507356,0.000003,9.999352,0,9.999352,9.999352,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.997635,75366.92427759165042532558950,111.4263523323265952397742066,0.008982601078167115902964959569,0.02037956191660313160947389459,0.117104,0.000003,0.02182334279475982532751091703,0.03037081921201190857107190036,0.129580,0.000025,0.01528674311926605504587155963,0.02620594168709197496838286543,0.117104,0.000003,9.997635,0,9.997635,9.997635,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.955082,50748.85370105439613656622818,70.01449109108292628830179400,0.01430327873563218390804597701,0.02997857789476842837767803097,0.223601,0.000002,0.03530090780141843971631205674,0.04288231322709598955075084594,0.263508,0.000027,0.02410431476997578692493946731,0.03834119480494292432912150032,0.223601,0.000004,9.955082,0,9.955082,9.955082,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.932765,42529.34605822245870107668912,58.89598716973571810064971838,0.01700815924657534246575342466,0.03194422055508133818759006343,0.199393,0.000004,0.04394807522123893805309734513,0.04447987200769560762348756872,0.237295,0.000026,0.02782287114845938375350140056,0.03959519641668021167853940115,0.199560,0.000004,9.932765,0,9.932765,9.932765,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.983372,37576.38200800290723414894286,53.38877485482860901106359655,0.01876573684210526315789473684,0.03804683369542072268398118165,0.310865,0.000000,0.04668603286384976525821596244,0.05353196451392955358380901663,0.310865,0.000018,0.03139425157232704402515723270,0.04835783259761582175286320783,0.350401,0.000000,9.983372,0,9.983372,9.983372,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.971699,55983.33844613641065579697101,77.41910380568045625925932983,0.01293346173800259403372243839,0.02692129953646323657951932842,0.302841,0.000004,0.03027379635258358662613981763,0.03856372215248591634911523267,0.303028,0.000032,0.02261156235827664399092970522,0.03539097792949160226156235813,0.303166,0.000004,9.971699,0,9.971699,9.971699,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.999635,60155.19566464175942421898399,80.90295295778295907800634723,0.01237578589108910891089108911,0.02624262248357269156322010447,0.291910,0.000004,0.02631352894736842105263157895,0.03664180661840206752918739720,0.330027,0.000018,0.02333172131147540983606557377,0.03429256974085698436829351879,0.291910,0.000004,9.999635,0,9.999635,9.999635,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.986153,37952.25248401461503744234642,55.57695741292968373306517535,0.01802554693140794223826714801,0.03558794724773992977071455920,0.396447,0.000004,0.04379867982456140350877192982,0.04917641198829384443130886065,0.396500,0.000022,0.03072475384615384615384615385,0.04464926664164543852796222863,0.397628,0.000004,9.986153,0,9.986153,9.986153,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.924211,36795.56994505658938529219099,54.11009499898782885611762991,0.01851531902985074626865671642,0.03523878337643484449492752260,0.268063,0.000004,0.04470182882882882882882882883,0.04762701416315392624531086464,0.268222,0.000029,0.03170551757188498402555910543,0.04575790100641977692593016566,0.305511,0.000004,9.924211,0,9.924211,9.924211,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.926393,36147.77291207390237319840147,51.57966242118360616993504086,0.01942542661448140900195694716,0.03800769591855379839619851835,0.255355,0.000001,0.04963114,0.05225281722539323294275082234,0.255489,0.000031,0.03201766129032258064516129032,0.04689318742426488730264276145,0.255873,0.000004,9.926393,0,9.926393,9.926393,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.993744,36797.02021584703390441059927,51.93248896509656441069533100,0.01929294208494208494208494208,0.03973516964455240493222828456,0.289841,0.000004,0.04898726960784313725490196078,0.05606859522076865638562883250,0.329579,0.000021,0.03192883067092651757188498403,0.04989046691445560737284304169,0.289841,0.000004,9.993744,0,9.993744,9.993744,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.991062,35768.97030565919819134342275,50.54517727945237453235702071,0.01982353571428571428571428571,0.03857552824904098357513272243,0.340648,0.000004,0.04895131372549019607843137255,0.05375061903962103003731165086,0.340814,0.000022,0.03341492307692307692307692308,0.04799327365081747477292881942,0.340803,0.000004,9.991062,0,9.991062,9.991062,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.975901,34822.51878802726691052768066,50.52175237103896680610603493,0.01983280516898608349900596421,0.03615720656174118000081669761,0.340370,0.000004,0.04974785,0.05136748316983729336217420148,0.379424,0.000022,0.03303278476821192052980132450,0.04555284222148144406864120892,0.340370,0.000004,9.975901,0,9.975901,9.975901,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.971023,37974.83969297834334551229097,53.25431502865854386255051262,0.01881325094339622641509433962,0.03660226306631667508575842082,0.361317,0.000000,0.04552910045662100456621004566,0.05047697298222802278453143937,0.361317,0.000054,0.03171293548387096774193548387,0.04587446319778733484027729520,0.362260,0.000000,9.971023,0,9.971023,9.971023,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.911766,39177.68034475390157515825131,57.91097166741022740044508718,0.01729802094240837696335078534,0.04015452652099679253108076171,0.354377,0.000001,0.04253871244635193133047210300,0.05892371644381044282962261629,0.354377,0.000025,0.02923747197640117994100294985,0.05108897451825467083931477194,0.354864,0.000004,9.911766,0,9.911766,9.911766,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.978664,48215.87338745948355411105134,69.94924370637191511809596956,0.01431659110473457675753228121,0.02816292650407014062856667322,0.244277,0.000003,0.03551007473309608540925266904,0.03998502393501447851895988095,0.244457,0.000053,0.02404168915662650602409638554,0.03609726704888213679093750582,0.244277,0.000003,9.978664,0,9.978664,9.978664,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.981823,45049.08572311891324861200204,65.51909405726789585429435084,0.01528609954058192955589586524,0.02947139527140077500118466930,0.204663,0.000004,0.03809598854961832061068702290,0.04310730636264321565701661381,0.217514,0.000020,0.02559430256410256410256410256,0.03840479479532064230503845250,0.204663,0.000004,9.981823,0,9.981823,9.981823,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.900813,43242.71148238028533616380796,60.80308758482762981181444392,0.01647389850249584026622296173,0.03446821045284114766445161180,0.340809,0.000003,0.04108185477178423236514522822,0.04861240196201295385236814234,0.341175,0.000026,0.02757754596100278551532033426,0.04424219986041385208975832771,0.340809,0.000004,9.900813,0,9.900813,9.900813,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.918498,40702.83625605409206111651179,57.06509191210201383314288111,0.01755486371681415929203539823,0.03501949441464903697687253794,0.237464,0.000004,0.04408172,0.04822070561460457458179385557,0.255202,0.000023,0.02925722713864306784660766962,0.04430699821196155321438092527,0.237868,0.000004,9.918498,0,9.918498,9.918498,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.920017,41915.65397518976025948342629,59.67731708524289827325900752,0.01678513874788494077834179357,0.03185263700060924002040378080,0.226724,0.000004,0.04353021145374449339207048458,0.04466299806861618827394012109,0.227576,0.000020,0.02732787052341597796143250689,0.03963257068451780357616698973,0.226724,0.000004,9.920017,0,9.920017,9.920017,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.943436,37743.79399636101645346739296,55.01116515458036839579396901,0.01821142124542124542124542125,0.03653083706550714083548418363,0.280610,0.000005,0.04462334234234234234234234234,0.05072142037769782517236378867,0.280658,0.000034,0.03078406811145510835913312693,0.04725631804144135539055951763,0.280838,0.000005,9.943436,0,9.943436,9.943436,0,0,0,0,P2P
10.0.2.15,37652,195.154.107.23,443,TCP,9.943402,36507.12301483938796802140756,51.89370800858700070659921021,0.01930757669902912621359223301,0.03957048015719611329570392077,0.353874,0.000000,0.04712405687203791469194312796,0.05475709543078228129830721269,0.353874,0.000022,0.03281600330033003300330033003,0.04949436478161681247418382397,0.354579,0.000004,9.943402,0,9.943402,9.943402,0,0,0,0,P2P
